conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.91467E+18,Wed Apr 23 04:09:01 +0000 2025,0,@vvotanet efisiensi,1.91489E+18,,vvotanet,es,🌱🔑🐰,0,0,0,https://x.com/its_willst/status/1914894251336360277,1.42056E+18,its_willst
1.91488E+18,Wed Apr 23 04:07:48 +0000 2025,0,@kartikaji Efisiensi kak wkwkw,1.91489E+18,,kartikaji,in,Malang - Madura,0,0,0,https://x.com/raph_o_raph/status/1914893947757052307,895363208,raph_o_raph
1.91489E+18,Wed Apr 23 04:03:49 +0000 2025,0,@kozukioden42 efisiensi demi MBG,1.91489E+18,,kozukioden42,in,,0,1,0,https://x.com/sys_ad4min/status/1914892945649754569,1229142690,sys_ad4min
1.91485E+18,Wed Apr 23 04:02:07 +0000 2025,0,@biasalahanakmud efisiensi ,1.91489E+18,,biasalahanakmud,es,,0,0,0,https://x.com/jun900g/status/1914892514315919418,1.43615E+18,jun900g
1.91489E+18,Wed Apr 23 03:51:33 +0000 2025,0,Parah ni kalo kena efisiensi,1.91489E+18,,,in,Plusky,0,0,0,https://x.com/skygerrr/status/1914889856440000845,1587510800,skygerrr
1.91489E+18,Wed Apr 23 03:43:00 +0000 2025,0,ConocoPhillips berencana PHK untuk efisiensi biaya setelah akuisisi Marathon Oil. Simak rencananya: https://t.co/2MWHzyx4aA,1.91489E+18,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/detikfinance/status/1914887704682156137,135795460,detikfinance
1.91464E+18,Wed Apr 23 03:32:09 +0000 2025,1,@NyaiNeneng yg kek gini kagak kena efisiensi anggaran pak @prabowo ?,1.91488E+18,,NyaiNeneng,in,Di hatimu❤️,0,1,0,https://x.com/IndrianiRahman_/status/1914884973729071268,447896859,IndrianiRahman_
1.91421E+18,Wed Apr 23 03:24:12 +0000 2025,0,@dagelanx CCP (Chinese Communist Party) pusat pemikiran manipulatif &amp; tipu muslihat dgn departemen propagandanya pencurian hak cipta penipuan dan perbudakan ras tertentu opresif dan pembunuhan massal. Jadi Masih mau mengatakan optimasi+ efisiensi ? Keglamoran hanya sampul saja.,1.91488E+18,,dagelanx,in,"ÜT: -6.201742,106.808453",0,0,0,https://x.com/jamessuselo/status/1914882972890882161,187641074,jamessuselo
1.91468E+18,Wed Apr 23 03:19:07 +0000 2025,0,@fernandez171778 @dealee_ @zwolftenaugust Lu tau sendiri biaya pendidikan dari negara aja kena efisiensi,1.91488E+18,,fernandez171778,in,,0,0,0,https://x.com/easyLLwin/status/1914881696065052959,1.61978E+18,easyLLwin
1.91486E+18,Wed Apr 23 03:08:53 +0000 2025,0,@wleotheslay kena efisiensi,1.91488E+18,,wleotheslay,in,any prons • 19,0,0,0,https://x.com/himabyul/status/1914879117931241651,1.39428E+18,himabyul
