"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1941012195669872717","Fri Jul 04 05:59:40 +0000 2025","0","@vltnespcx efisiensi kak","1941014023547637951","","vltnespcx","es","","0","0","0","https://x.com/undefined/status/1941014023547637951","1782009118058000384",
"1941013838650135016","Fri Jul 04 05:58:56 +0000 2025","0","Efisiensi","1941013838650135016","","","es","","0","0","0","https://x.com/undefined/status/1941013838650135016","1695826734879543296",
"1940834031576535440","Fri Jul 04 05:58:54 +0000 2025","0","@yourboydinn sumpah kesel banget sm efisiensi cokkkk","1941013832090227199","","yourboydinn","in","","0","0","0","https://x.com/undefined/status/1941013832090227199","1302768324149870593",
"1941013400412369001","Fri Jul 04 05:57:11 +0000 2025","0","efisiensi tapi institusi sebelah dibolehin beli robot milyaran tuh apa ya maksudnya","1941013400412369001","","","in","","0","0","0","https://x.com/undefined/status/1941013400412369001","1773222111252979712",
"1941013129619738874","Fri Jul 04 05:56:07 +0000 2025","0","kan emang anjing gara efisiensi","1941013129619738874","","","in","","0","0","0","https://x.com/undefined/status/1941013129619738874","1215937247549120512",
"1941013034841133492","Fri Jul 04 05:55:44 +0000 2025","0","yang bawah efisiensi yang atas begitu wkwkw lucunya","1941013034841133492","","","in","","0","0","0","https://x.com/undefined/status/1941013034841133492","599137561",
"1940993290557587844","Fri Jul 04 05:53:20 +0000 2025","0","@PaltiWest Efisiensi https://t.co/dSYSoU4G9S","1941012430068600915","https://pbs.twimg.com/tweet_video_thumb/Gu_cghzXcAAFjpO.jpg","PaltiWest","es","","0","0","0","https://x.com/undefined/status/1941012430068600915","4200694752",
"1941012322476286038","Fri Jul 04 05:52:54 +0000 2025","0","katanya efisiensi kok malah beli mainan","1941012322476286038","","","in","","0","0","0","https://x.com/undefined/status/1941012322476286038","1932416340742283264",
"1940953711561367848","Fri Jul 04 05:51:20 +0000 2025","1","@ARSIPAJA Efisiensi efisiensi pejabatnya sendiri kayak tai.","1941011929474256997","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1941011929474256997","629200954",
"1941011683889369455","Fri Jul 04 05:50:22 +0000 2025","0","Capek banget ngatain pemerenta tapi ngl kerasa banget efisiensi ni ngga tepat sasaran dan malah nyusahin program2 penting PNTEKKKK","1941011683889369455","","","in","","0","1","0","https://x.com/undefined/status/1941011683889369455","1357651534150914048",
"1941011273397010566","Fri Jul 04 05:48:44 +0000 2025","0","Ini pemerintah bagi2 jatah jabatan mulu giliran buat rakyat aja efisiensi. Blm 24jam udah 2 temen nanyain info loker dampak efisiensi","1941011273397010566","","","in","","0","1","0","https://x.com/undefined/status/1941011273397010566","1742554316848644096",
"1941011122653466973","Fri Jul 04 05:48:08 +0000 2025","0","Gubernur DIY Paparkan Efisiensi Anggaran pada APBD Perubahan 2025 https://t.co/HvVX5NktZI https://t.co/uIDkEypueo","1941011122653466973","https://pbs.twimg.com/media/Gu_bVFBWcAAzMAx.jpg","","in","","0","0","0","https://x.com/undefined/status/1941011122653466973","118371948",
"1940953711561367848","Fri Jul 04 05:48:00 +0000 2025","0","@ARSIPAJA Menteri anak buah presiden Republik Indonesia Prabowo @prabowo selalu ada aja ya 'GEBRAKAN' nya tiap hari Istri menteri UMKM ke luar negeri minta pendampingan dari kedubes ? Pake surat resmi pula Efisiensi yang mantap sekali ","1941011089770402166","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1941011089770402166","892775046",
"1940640230492852616","Fri Jul 04 05:47:54 +0000 2025","0","@bangherwin Efisiensi","1941011065288249744","","bangherwin","es","","0","0","0","https://x.com/undefined/status/1941011065288249744","1755371138556080128",
"1941010908052181402","Fri Jul 04 05:47:17 +0000 2025","0","efisiensi kontlo memang","1941010908052181402","","","in","","0","0","0","https://x.com/undefined/status/1941010908052181402","1565612099283615744",
"1941010840762961948","Fri Jul 04 05:47:01 +0000 2025","0","kan... GUE JUGA KESEL BANGET LIAT ANGGARAN TAUN INI BJIRRR kek banyak banget dipotongnya.... efisiensi memek","1941010840762961948","","","in","","0","0","0","https://x.com/undefined/status/1941010840762961948","1625148277271437312",
"1940834031576535440","Fri Jul 04 05:43:40 +0000 2025","0","@yourboydinn Buset ini mah bukan efisiensi lagi cok wkwkwk.","1941009999704346694","","yourboydinn","in","","0","0","0","https://x.com/undefined/status/1941009999704346694","1669461880937807872",
"1940640230492852616","Fri Jul 04 05:43:27 +0000 2025","1","@bangherwin efisiensi yang kami tunggu dan bukan kami rasakan","1941009945518055878","","bangherwin","in","","0","0","0","https://x.com/undefined/status/1941009945518055878","1898671526322618368",
"1940996919503081690","Fri Jul 04 04:51:42 +0000 2025","0","wkwkw gimana mau berkembang negara ni anjingg PKM aja efisiensi.. gilaaak kalian gilaa malu malu sumpah malu","1940996919503081690","","","in","","0","0","0","https://x.com/undefined/status/1940996919503081690","1218454454216691712",
"1940996858706645329","Fri Jul 04 04:51:27 +0000 2025","0","Btw kemaren Bapakku dan temannya curhat intinya sekarang kalau mau keluar negeri penelitian susah bgt izinnya dari Sekneg karna katanya takut minta duit negara akibat efisiensi. Jadi kalau pakai duit sendiri atau dana penelitian univ ya izin Rektor aja. Lah ini malah dgn mudah","1940996858706645329","","","in","","0","0","0","https://x.com/undefined/status/1940996858706645329","882538254536286208",
"1940996489582727402","Fri Jul 04 04:49:59 +0000 2025","0","fck efisiensi transport guru kacau dah yayasan w","1940996489582727402","","","in","","0","0","0","https://x.com/undefined/status/1940996489582727402","168065368",
"1940996206995689880","Fri Jul 04 04:48:52 +0000 2025","0","Butuh filter kolam renang berkualitas? Temukan produk Hayward original terlengkap hanya di Hayward Indonesia! Efisiensi maksimal air jernih lebih lama. #HaywardIndonesia #FilterKolamRenang #HaywardPool #KolamRenangBersih #JualFilterKolam https://t.co/bOMjXe38e3","1940996206995689880","","","in","","0","0","0","https://x.com/undefined/status/1940996206995689880","1933014565685768195",
"1940953711561367848","Fri Jul 04 04:47:06 +0000 2025","1","@ARSIPAJA @prabowo @Gerindra @KompasTV @Metro_TV @tvOneNews @KementerianUMKM @KPK_RI @golkarpedia @fraksigolkar Dsr mental2 pmimpin/pejabat FEODAL.! Uang rkyt kalian peras &amp; nikmati utk gaya hidup HEDON. Efisiensi TAIK KUCING namanya saat pmimpin/pjbt &amp; klg pjbt lomba2 KUNKER ke LN bawa bnyk rmbongan. Suka2 kalian aj kelola NKRI ini. Cc: @kbridenhaag @fadlizon @kemenbud @kemenbudur @DPR_RI","1940995763028574421","","DaudJTP","in","","0","0","0","https://x.com/undefined/status/1940995763028574421","1639702091928338432",
"1940995677561196927","Fri Jul 04 04:46:46 +0000 2025","1","gw kira dengan menurunkan dana ke 7jt/tim (sblmnya 10jt/tim) eliminasi kuantitas timnya gaakan separah ini. efisiensi program jahat banget ️️","1940995677561196927","","","in","","0","1","0","https://x.com/undefined/status/1940995677561196927","1251118527165001729",
"1940995037212692589","Fri Jul 04 04:44:13 +0000 2025","0","Apkh pemkot bdg mau nmbah beban anggaran disaat efisiensi.? cb @DediMulyadi71 &amp; @farhanpenyiar brpikir kreatif yg solutif utk pmnfaatn produktif cc; @halo_bandung @humasbandung_ Farhan Sebut Dedi Mulyadi Usulkan Teras Cihampelas Peninggalan RK Dibongkar https://t.co/il8CAyGUso","1940995037212692589","","","in","","0","0","0","https://x.com/undefined/status/1940995037212692589","1758140030567251968",
"1940975217201107089","Fri Jul 04 04:43:23 +0000 2025","0","@dheppylovelly Presiden Prabowo kasih petunjuk efisiensi Kemenkeu siap wujudkan Asta Cita","1940994825589084635","","dheppylovelly","in","","0","0","0","https://x.com/undefined/status/1940994825589084635","1710126061911207936",
